variant_id,object_id,z_shift,table_x,table_y,object_mass,attempts,successes,failures,success_rate
838,4,0.5532066822052002,0.6380203366279602,1.1456276178359985,0.6148220896720886,47,6,41,0.1276595744680851
776,4,0.6295740604400635,0.65822434425354,1.141786813735962,0.62600177526474,47,6,41,0.1276595744680851
89,27,0.7124914526939392,0.6546854972839355,0.6375778913497925,0.20993433892726898,47,6,41,0.1276595744680851
171,11,0.6855270862579346,0.5491897463798523,0.8664159178733826,0.46672356128692627,47,6,41,0.1276595744680851
1763,25,0.7936068773269653,0.5811997056007385,0.6165980100631714,0.5282133221626282,47,6,41,0.1276595744680851
876,5,0.4447328448295593,0.6199030876159668,0.8590661287307739,0.6981236338615417,47,6,41,0.1276595744680851
175,17,0.7949255108833313,0.619335949420929,1.0641041994094849,0.5996572971343994,39,5,34,0.1282051282051282
991,2,0.7775471210479736,0.5901514887809753,0.842555046081543,0.3475109934806824,39,5,34,0.1282051282051282
763,27,0.4358442425727844,0.5286110043525696,0.6552990674972534,0.6586395502090454,39,5,34,0.1282051282051282
571,4,0.5696808099746704,0.6730356216430664,1.1580575704574585,0.5337488651275635,39,5,34,0.1282051282051282
1691,6,0.6548640727996826,0.6975229382514954,1.1443476676940918,0.760939359664917,39,5,34,0.1282051282051282
735,13,0.7020764350891113,0.5670722723007202,0.7369935512542725,0.5136690139770508,62,8,54,0.12903225806451613
708,5,0.747859537601471,0.6760743260383606,1.1054301261901855,0.2568792998790741,31,4,27,0.12903225806451613
628,25,0.5593838691711426,0.5550706386566162,0.8850889801979065,0.4746348261833191,54,7,47,0.12962962962962962
215,27,0.7653211355209351,0.501015841960907,1.0650501251220703,0.2591436207294464,46,6,40,0.13043478260869565
695,4,0.4055604338645935,0.6133372783660889,0.7896032333374023,0.446198433637619,46,6,40,0.13043478260869565
